DOY,DOW,year,hour,year_time,year_day,E_V_m_Wank,E_V_m_Wank_valid_obs,Wind_m_s_Wank,NOX_ug_m3_Wank,Vis_km_Wank,temp_no_seasonality
61,4,1977,15,1977.16883561644,1977.16712328767,335,0,8.8,NaN,1,2.00378787878788
61,4,1977,16,1977.16894977169,1977.16712328767,347,0,8.4,NaN,1,2.00378787878788
61,4,1977,17,1977.16906392694,1977.16712328767,75,0,8,NaN,1.53,2.30378787878788
61,4,1977,18,1977.16917808219,1977.16712328767,229,0,7.2,NaN,1.54,2.50378787878788
61,4,1977,19,1977.16929223744,1977.16712328767,287,0,7.3,NaN,1.13,2.50378787878788
61,4,1977,20,1977.16940639269,1977.16712328767,157,0,7.1,NaN,1.13,2.50378787878788
61,4,1977,21,1977.16952054795,1977.16712328767,81,0,7.2,NaN,1,2.30378787878788
61,4,1977,22,1977.1696347032,1977.16712328767,14,0,8.6,NaN,1.7,2.30378787878788
61,4,1977,23,1977.16974885845,1977.16712328767,2,0,9.1,NaN,13.44,2.70378787878788
62,5,1977,0,1977.1698630137,1977.1698630137,54,0,9.6,NaN,28.86,1.89962121212121
62,5,1977,1,1977.16997716895,1977.1698630137,53,0,10.3,NaN,45.88,2.59962121212121
62,5,1977,2,1977.1700913242,1977.1698630137,47,0,10.2,NaN,67.83,3.29962121212121
62,5,1977,3,1977.17020547945,1977.1698630137,41,0,10.6,NaN,77.35,4.29962121212121
62,5,1977,4,1977.1703196347,1977.1698630137,39,0,11.6,NaN,78.58,4.69962121212121
62,5,1977,5,1977.17043378995,1977.1698630137,40,0,11.9,NaN,79.53,4.49962121212121
62,5,1977,6,1977.17054794521,1977.1698630137,43,0,11.3,NaN,79.44,4.29962121212121
62,5,1977,7,1977.17066210046,1977.1698630137,44,0,10.7,NaN,79.08,4.59962121212121
62,5,1977,8,1977.17077625571,1977.1698630137,49,0,10.8,NaN,78.19,4.99962121212121
62,5,1977,9,1977.17089041096,1977.1698630137,54,0,10.9,NaN,78.42,4.99962121212121
62,5,1977,10,1977.17100456621,1977.1698630137,55,0,11.5,NaN,78,5.09962121212121
62,5,1977,11,1977.17111872146,1977.1698630137,56,0,12.5,NaN,79.98,5.69962121212121
62,5,1977,12,1977.17123287671,1977.1698630137,76,0,12.6,NaN,84.29,6.49962121212121
62,5,1977,13,1977.17134703196,1977.1698630137,71,0,12.8,NaN,88.24,6.59962121212121
62,5,1977,14,1977.17146118721,1977.1698630137,71,0,13.4,NaN,93.46,6.39962121212121
62,5,1977,15,1977.17157534247,1977.1698630137,70,0,13.8,1.7,96.86,6.09962121212121
62,5,1977,16,1977.17168949772,1977.1698630137,72,0,12.9,1.4,98.32,5.89962121212121
62,5,1977,17,1977.17180365297,1977.1698630137,75,0,11.1,1,98.54,5.69962121212121
62,5,1977,18,1977.17191780822,1977.1698630137,79,0,12.7,0.7,96.96,5.69962121212121
62,5,1977,19,1977.17203196347,1977.1698630137,69,0,14.5,0.6,96.17,5.39962121212121
62,5,1977,20,1977.17214611872,1977.1698630137,50,0,13.7,0.8,86.38,4.29962121212121
62,5,1977,21,1977.17226027397,1977.1698630137,NaN,0,13.3,0.8,57.83,3.39962121212121
62,5,1977,22,1977.17237442922,1977.1698630137,NaN,0,13.9,0.6,46.59,3.09962121212121
62,5,1977,23,1977.17248858447,1977.1698630137,NaN,0,13.6,0.5,35.78,3.19962121212121
63,6,1977,0,1977.17260273973,1977.17260273973,78,0,13.3,0.6,9.69,2.75189393939394
63,6,1977,1,1977.17271689498,1977.17260273973,78,0,12.9,0.7,13.19,2.85189393939394
63,6,1977,2,1977.17283105023,1977.17260273973,NaN,0,12.8,0.7,24.8,3.35189393939394
63,6,1977,3,1977.17294520548,1977.17260273973,NaN,0,13.1,0.7,29.56,3.65189393939394
63,6,1977,4,1977.17305936073,1977.17260273973,NaN,0,12.8,0.7,19.07,3.65189393939394
63,6,1977,5,1977.17317351598,1977.17260273973,NaN,0,11.8,0.7,16.88,3.35189393939394
63,6,1977,6,1977.17328767123,1977.17260273973,46,0,11.4,0.6,45.13,3.65189393939394
63,6,1977,7,1977.17340182648,1977.17260273973,46,0,13.1,0.6,60.21,4.55189393939394
63,6,1977,8,1977.17351598174,1977.17260273973,48,0,12.5,0.5,60.53,5.85189393939394
63,6,1977,9,1977.17363013699,1977.17260273973,50,0,10.9,0.5,62.5,6.95189393939394
63,6,1977,10,1977.17374429224,1977.17260273973,38,0,11.7,0.5,63.64,7.15189393939394
63,6,1977,11,1977.17385844749,1977.17260273973,38,0,12.9,0.6,64.74,7.35189393939394
63,6,1977,12,1977.17397260274,1977.17260273973,59,0,12.5,0.7,71.11,7.35189393939394
63,6,1977,13,1977.17408675799,1977.17260273973,69,0,11.5,0.9,79.29,7.05189393939394
63,6,1977,14,1977.17420091324,1977.17260273973,78,0,12.4,0.9,86.45,6.95189393939394
63,6,1977,15,1977.17431506849,1977.17260273973,76,0,12.9,0.8,92.1,6.95189393939394
63,6,1977,16,1977.17442922374,1977.17260273973,169,0,12.4,0.9,82.82,5.95189393939394
63,6,1977,17,1977.174543379,1977.17260273973,262,0,10.9,1.1,45.25,3.85189393939394
63,6,1977,18,1977.17465753425,1977.17260273973,NaN,0,9.2,1.1,11.72,2.45189393939394
63,6,1977,19,1977.1747716895,1977.17260273973,NaN,0,9.9,1.1,4,2.15189393939394
63,6,1977,20,1977.17488584475,1977.17260273973,90,0,12.5,1,35.66,2.25189393939394
63,6,1977,21,1977.175,1977.17260273973,111,0,15.4,0.9,71.01,2.85189393939394
63,6,1977,22,1977.17511415525,1977.17260273973,59,0,14.6,0.7,72.97,3.05189393939394
63,6,1977,23,1977.1752283105,1977.17260273973,-14,0,12.8,0.7,68.45,2.85189393939394
64,7,1977,0,1977.17534246575,1977.17534246575,62,0,11.9,0.7,60.69,4.09924242424242
64,7,1977,1,1977.175456621,1977.17534246575,62,0,11.3,0.7,55.17,3.49924242424242
64,7,1977,2,1977.17557077626,1977.17534246575,60,0,10.8,0.7,51.9,2.99924242424242
64,7,1977,3,1977.17568493151,1977.17534246575,61,0,11,0.7,55.15,2.59924242424242
64,7,1977,4,1977.17579908676,1977.17534246575,65,0,12.1,0.7,56.81,2.19924242424242
64,7,1977,5,1977.17591324201,1977.17534246575,71,0,11.9,0.7,53.11,1.89924242424242
64,7,1977,6,1977.17602739726,1977.17534246575,73,0,12.1,0.7,55.07,1.69924242424242
64,7,1977,7,1977.17614155251,1977.17534246575,67,0,11.4,0.6,61.62,2.19924242424242
64,7,1977,8,1977.17625570776,1977.17534246575,52,0,10.3,0.5,76.11,2.59924242424242
64,7,1977,9,1977.17636986301,1977.17534246575,39,0,10.3,0.4,91.14,2.99924242424242
64,7,1977,10,1977.17648401826,1977.17534246575,37,0,10.3,0.4,96.26,3.59924242424242
64,7,1977,11,1977.17659817352,1977.17534246575,39,0,9.3,0.5,96.65,3.99924242424242
64,7,1977,12,1977.17671232877,1977.17534246575,73,0,8.9,0.7,96.79,4.59924242424242
64,7,1977,13,1977.17682648402,1977.17534246575,83,0,8.3,0.9,97.44,5.59924242424242
64,7,1977,14,1977.17694063927,1977.17534246575,92,0,6.9,0.9,98.11,6.29924242424242
64,7,1977,15,1977.17705479452,1977.17534246575,88,0,6.4,0.9,97.21,5.99924242424242
64,7,1977,16,1977.17716894977,1977.17534246575,82,0,6.4,0.7,97.27,5.69924242424242
64,7,1977,17,1977.17728310502,1977.17534246575,82,1,5.3,0.5,97.93,5.49924242424242
64,7,1977,18,1977.17739726027,1977.17534246575,87,1,4.8,0.5,97.53,5.49924242424242
64,7,1977,19,1977.17751141553,1977.17534246575,91,1,5.5,0.4,96.67,5.69924242424242
64,7,1977,20,1977.17762557078,1977.17534246575,91,0,6.1,0.2,96.43,5.99924242424242
64,7,1977,21,1977.17773972603,1977.17534246575,83,0,8.6,0.2,96.82,6.19924242424242
64,7,1977,22,1977.17785388128,1977.17534246575,79,0,10.5,0.4,97.4,6.09924242424242
64,7,1977,23,1977.17796803653,1977.17534246575,76,0,10.8,0.2,96.73,5.89924242424242
65,1,1977,0,1977.17808219178,1977.17808219178,72,0,10.3,0.2,96.1,5.44166666666667
65,1,1977,1,1977.17819634703,1977.17808219178,69,0,9.3,0.2,96.1,5.34166666666667
65,1,1977,2,1977.17831050228,1977.17808219178,60,0,9.8,0.2,95.61,5.34166666666667
65,1,1977,3,1977.17842465753,1977.17808219178,61,0,9.3,0.2,95.69,5.14166666666667
65,1,1977,4,1977.17853881279,1977.17808219178,66,0,7.8,0,96.03,5.04166666666667
65,1,1977,5,1977.17865296804,1977.17808219178,69,0,7.9,0.2,96.32,4.84166666666667
65,1,1977,6,1977.17876712329,1977.17808219178,69,0,7.8,0.6,92.9,4.64166666666667
65,1,1977,7,1977.17888127854,1977.17808219178,73,0,6.5,0.9,86.64,4.44166666666667
65,1,1977,8,1977.17899543379,1977.17808219178,78,0,5.8,1,90.76,5.04166666666667
65,1,1977,9,1977.17910958904,1977.17808219178,79,0,5.6,0.9,98.18,6.34166666666667
65,1,1977,10,1977.17922374429,1977.17808219178,88,1,4.2,1,98.54,7.44166666666667
65,1,1977,11,1977.17933789954,1977.17808219178,98,1,3.3,1.4,95.36,8.34166666666667
65,1,1977,12,1977.17945205479,1977.17808219178,139,1,4,1.8,95.17,8.94166666666667
65,1,1977,13,1977.17956621005,1977.17808219178,140,1,4.5,NaN,97.96,9.04166666666667
65,1,1977,14,1977.1796803653,1977.17808219178,136,1,4.3,NaN,98.84,9.14166666666667
65,1,1977,15,1977.17979452055,1977.17808219178,132,1,4.3,NaN,98.15,8.94166666666667
65,1,1977,16,1977.1799086758,1977.17808219178,141,1,3.3,2.2,97.77,8.44166666666667
65,1,1977,17,1977.18002283105,1977.17808219178,134,1,2.2,2,95.57,7.44166666666667
65,1,1977,18,1977.1801369863,1977.17808219178,124,1,2,1.7,93.77,6.74166666666667
65,1,1977,19,1977.18025114155,1977.17808219178,124,1,2,1.4,95,6.54166666666667
65,1,1977,20,1977.1803652968,1977.17808219178,113,1,2.5,1.3,96.85,6.64166666666667
65,1,1977,21,1977.18047945205,1977.17808219178,105,1,2.1,1.1,98.12,6.74166666666667
65,1,1977,22,1977.18059360731,1977.17808219178,95,1,2.2,1,98.12,6.94166666666667
65,1,1977,23,1977.18070776256,1977.17808219178,84,1,2.7,1,97.21,7.04166666666667
66,2,1977,0,1977.18082191781,1977.18082191781,77,1,2.2,0.9,97.04,7.07348484848485
66,2,1977,1,1977.18093607306,1977.18082191781,69,1,1.8,0.9,97.5,7.07348484848485
66,2,1977,2,1977.18105022831,1977.18082191781,62,1,1.9,0.9,96.9,6.97348484848485
66,2,1977,3,1977.18116438356,1977.18082191781,62,1,1.6,0.9,96.92,7.27348484848485
66,2,1977,4,1977.18127853881,1977.18082191781,62,1,1.3,0.9,97,7.77348484848485
66,2,1977,5,1977.18139269406,1977.18082191781,50,1,1.5,0.9,96.94,7.77348484848485
66,2,1977,6,1977.18150684932,1977.18082191781,48,1,1.6,1,97.06,7.87348484848485
66,2,1977,7,1977.18162100457,1977.18082191781,44,1,2,0.9,97.05,8.47348484848485
66,2,1977,8,1977.18173515982,1977.18082191781,43,1,2.8,1,97.1,9.17348484848485
66,2,1977,9,1977.18184931507,1977.18082191781,46,1,3.8,1,NaN,9.27348484848485
66,2,1977,10,1977.18196347032,1977.18082191781,55,1,4,0.9,NaN,9.27348484848485
66,2,1977,11,1977.18207762557,1977.18082191781,62,1,2.5,1.8,NaN,10.3734848484848
66,2,1977,12,1977.18219178082,1977.18082191781,142,1,1.6,3.7,NaN,11.2734848484849
66,2,1977,13,1977.18230593607,1977.18082191781,142,1,1.7,4.2,NaN,11.2734848484849
66,2,1977,14,1977.18242009132,1977.18082191781,125,1,2.3,2.9,NaN,10.7734848484849
66,2,1977,15,1977.18253424658,1977.18082191781,101,1,3.4,1.8,NaN,10.2734848484849
66,2,1977,16,1977.18264840183,1977.18082191781,90,1,3.8,1.5,NaN,9.87348484848485
66,2,1977,17,1977.18276255708,1977.18082191781,86,1,3.2,1.6,85.52,9.37348484848485
66,2,1977,18,1977.18287671233,1977.18082191781,81,1,2.7,1.5,85.52,9.37348484848485
66,2,1977,19,1977.18299086758,1977.18082191781,78,1,3.5,1.3,NaN,9.27348484848485
66,2,1977,20,1977.18310502283,1977.18082191781,82,1,4.4,1.4,NaN,8.57348484848485
66,2,1977,21,1977.18321917808,1977.18082191781,81,1,4.4,1.4,NaN,7.77348484848485
66,2,1977,22,1977.18333333333,1977.18082191781,68,1,4.5,1.1,NaN,7.87348484848485
66,2,1977,23,1977.18344748858,1977.18082191781,55,1,4.1,0.9,NaN,8.37348484848485
67,3,1977,0,1977.18356164384,1977.18356164384,50,1,3.9,0.9,NaN,7.42272727272727
67,3,1977,1,1977.18367579909,1977.18356164384,49,1,4.4,0.9,NaN,6.72272727272727
67,3,1977,2,1977.18378995434,1977.18356164384,46,1,4.6,0.9,NaN,6.52272727272727
67,3,1977,3,1977.18390410959,1977.18356164384,40,1,5.1,0.8,NaN,6.72272727272727
67,3,1977,4,1977.18401826484,1977.18356164384,36,1,5.4,0.8,NaN,6.62272727272727
67,3,1977,5,1977.18413242009,1977.18356164384,38,0,5.6,0.9,97.52,5.82272727272727
67,3,1977,6,1977.18424657534,1977.18356164384,34,1,5.3,0.9,82.7,5.42272727272727
67,3,1977,7,1977.18436073059,1977.18356164384,28,1,5.3,1,57.8,5.32272727272727
67,3,1977,8,1977.18447488584,1977.18356164384,39,1,5.3,1,45.42,5.52272727272727
67,3,1977,9,1977.1845890411,1977.18356164384,55,1,4.7,0.9,42.2,6.12272727272727
67,3,1977,10,1977.18470319635,1977.18356164384,61,1,4.3,0.7,40.33,7.22272727272727
67,3,1977,11,1977.1848173516,1977.18356164384,65,1,3.5,1,39.94,8.02272727272727
67,3,1977,12,1977.18493150685,1977.18356164384,92,1,3,1.4,40.9,8.52272727272727
67,3,1977,13,1977.1850456621,1977.18356164384,91,1,3.5,1.3,40.03,9.32272727272727
67,3,1977,14,1977.18515981735,1977.18356164384,92,1,3.7,1,37.49,9.62272727272727
67,3,1977,15,1977.1852739726,1977.18356164384,96,1,3,1.2,30.98,9.02272727272727
67,3,1977,16,1977.18538812785,1977.18356164384,101,1,2.4,1.4,22.36,7.92272727272727
67,3,1977,17,1977.18550228311,1977.18356164384,114,1,2.7,1.5,15.23,6.72272727272727
67,3,1977,18,1977.18561643836,1977.18356164384,123,1,2.8,1.4,9.62,5.72272727272727
67,3,1977,19,1977.18573059361,1977.18356164384,129,1,2.1,1.3,7.94,5.42272727272727
67,3,1977,20,1977.18584474886,1977.18356164384,133,1,3,1.3,14.79,5.52272727272727
67,3,1977,21,1977.18595890411,1977.18356164384,114,1,4.7,1.3,20.78,5.32272727272727
67,3,1977,22,1977.18607305936,1977.18356164384,89,1,4.7,1.4,28.01,5.02272727272727
67,3,1977,23,1977.18618721461,1977.18356164384,71,1,5.2,1.3,39.03,5.22272727272727
68,4,1977,0,1977.18630136986,1977.18630136986,61,0,5.6,1.1,44.12,5.43560606060606
68,4,1977,1,1977.18641552511,1977.18630136986,56,1,5.3,0.8,52.83,5.63560606060606
68,4,1977,2,1977.18652968037,1977.18630136986,53,1,4.3,0.6,66.87,6.13560606060606
68,4,1977,3,1977.18664383562,1977.18630136986,52,1,2.7,0.6,77.06,6.63560606060606
68,4,1977,4,1977.18675799087,1977.18630136986,52,1,1.8,0.6,83.36,7.23560606060606
68,4,1977,5,1977.18687214612,1977.18630136986,49,1,1.9,0.6,91.09,7.73560606060606
68,4,1977,6,1977.18698630137,1977.18630136986,48,1,2.6,0.6,95.93,7.73560606060606
68,4,1977,7,1977.18710045662,1977.18630136986,48,1,3.5,0.6,94.33,7.83560606060606
68,4,1977,8,1977.18721461187,1977.18630136986,52,1,2.8,0.6,95.14,8.83560606060606
68,4,1977,9,1977.18732876712,1977.18630136986,57,1,1.7,0.5,98.04,11.1356060606061
68,4,1977,10,1977.18744292237,1977.18630136986,67,1,1.6,0.8,NaN,12.9356060606061
68,4,1977,11,1977.18755707763,1977.18630136986,74,1,2.3,0.9,NaN,13.2356060606061
68,4,1977,12,1977.18767123288,1977.18630136986,123,1,2.8,0.8,NaN,13.5356060606061
68,4,1977,13,1977.18778538813,1977.18630136986,126,1,3.1,0.9,NaN,13.5356060606061
68,4,1977,14,1977.18789954338,1977.18630136986,132,1,3.8,0.8,NaN,13.2356060606061
68,4,1977,15,1977.18801369863,1977.18630136986,142,1,3,1,86.42,12.9356060606061
68,4,1977,16,1977.18812785388,1977.18630136986,159,1,1.9,1.4,83.62,12.6356060606061
68,4,1977,17,1977.18824200913,1977.18630136986,148,1,1.6,1.2,80.81,11.9356060606061
68,4,1977,18,1977.18835616438,1977.18630136986,123,1,1.9,1,NaN,10.9356060606061
68,4,1977,19,1977.18847031963,1977.18630136986,121,1,1.8,0.9,NaN,10.7356060606061
68,4,1977,20,1977.18858447489,1977.18630136986,110,1,1.8,0.7,NaN,11.2356060606061
68,4,1977,21,1977.18869863014,1977.18630136986,89,1,2.2,0.6,NaN,11.4356060606061
68,4,1977,22,1977.18881278539,1977.18630136986,73,1,2.3,0.7,NaN,11.3356060606061
68,4,1977,23,1977.18892694064,1977.18630136986,61,1,4.1,0.8,NaN,10.7356060606061
69,5,1977,0,1977.18904109589,1977.18904109589,64,0,6.2,0.9,80.36,10.5833333333333
69,5,1977,1,1977.18915525114,1977.18904109589,68,0,6.5,0.9,74.27,9.58333333333333
69,5,1977,2,1977.18926940639,1977.18904109589,63,0,6.1,0.8,74.71,8.58333333333333
69,5,1977,3,1977.18938356164,1977.18904109589,62,0,5.9,0.7,64.68,8.18333333333333
69,5,1977,4,1977.18949771689,1977.18904109589,64,0,6.4,0.6,46,8.48333333333333
69,5,1977,5,1977.18961187215,1977.18904109589,63,0,5.9,0.6,42.19,7.88333333333333
69,5,1977,6,1977.1897260274,1977.18904109589,64,1,4.4,0.5,39.88,7.18333333333333
69,5,1977,7,1977.18984018265,1977.18904109589,66,1,2.8,0.6,39.13,7.68333333333333
69,5,1977,8,1977.1899543379,1977.18904109589,75,1,3.1,0.6,40.44,8.38333333333333
69,5,1977,9,1977.19006849315,1977.18904109589,92,1,4.6,0.6,41.52,8.28333333333333
69,5,1977,10,1977.1901826484,1977.18904109589,118,1,4,1.5,41.21,8.28333333333333
69,5,1977,11,1977.19029680365,1977.18904109589,133,1,3.4,2.1,38.72,8.38333333333333
69,5,1977,12,1977.1904109589,1977.18904109589,174,1,3.2,1.5,33.62,8.88333333333333
69,5,1977,13,1977.19052511416,1977.18904109589,171,1,2.3,1.1,31.2,9.58333333333333
69,5,1977,14,1977.19063926941,1977.18904109589,178,1,1.9,1,29.43,9.78333333333333
69,5,1977,15,1977.19075342466,1977.18904109589,178,1,1.9,1,25.72,9.48333333333333
69,5,1977,16,1977.19086757991,1977.18904109589,165,1,2.1,1,24.65,9.08333333333333
69,5,1977,17,1977.19098173516,1977.18904109589,153,1,2,NaN,23.62,8.38333333333333
69,5,1977,18,1977.19109589041,1977.18904109589,146,1,2.6,NaN,30.52,7.78333333333333
69,5,1977,19,1977.19121004566,1977.18904109589,150,1,3.8,NaN,40.63,7.88333333333333
69,5,1977,20,1977.19132420091,1977.18904109589,143,1,5.1,NaN,49.9,8.08333333333333
69,5,1977,21,1977.19143835616,1977.18904109589,126,1,4.8,1.7,59.53,8.08333333333333
69,5,1977,22,1977.19155251142,1977.18904109589,107,1,3.6,1.4,64.17,7.98333333333333
69,5,1977,23,1977.19166666667,1977.18904109589,85,1,3.8,1.1,66.07,7.68333333333333
70,6,1977,0,1977.19178082192,1977.19178082192,73,1,4.2,1,67.78,7.10113636363636
70,6,1977,1,1977.19189497717,1977.19178082192,71,1,4.3,0.8,74.41,7.20113636363636
70,6,1977,2,1977.19200913242,1977.19178082192,70,1,4.7,0.7,78.6,7.30113636363636
70,6,1977,3,1977.19212328767,1977.19178082192,71,1,4.9,0.7,75.78,6.90113636363636
70,6,1977,4,1977.19223744292,1977.19178082192,73,1,5,0.7,70.97,21.0011363636364
70,6,1977,5,1977.19235159817,1977.19178082192,66,1,4.2,0.7,67.46,20.6011363636364
70,6,1977,6,1977.19246575342,1977.19178082192,64,1,3.8,0.7,63.61,5.60113636363636
70,6,1977,7,1977.19257990868,1977.19178082192,64,1,3.4,0.8,57.74,5.20113636363636
70,6,1977,8,1977.19269406393,1977.19178082192,72,1,2.3,0.9,51.49,5.30113636363636
70,6,1977,9,1977.19280821918,1977.19178082192,78,1,1.7,0.9,48.03,6.10113636363636
70,6,1977,10,1977.19292237443,1977.19178082192,NaN,0,2.1,1.1,44.44,7.20113636363636
70,6,1977,11,1977.19303652968,1977.19178082192,NaN,0,2.9,1.2,37.9,7.40113636363636
70,6,1977,12,1977.19315068493,1977.19178082192,122,1,3.1,1,33.25,7.40113636363636
70,6,1977,13,1977.19326484018,1977.19178082192,110,1,2.9,0.9,31.36,7.60113636363636
70,6,1977,14,1977.19337899543,1977.19178082192,80,1,2.8,0.9,31.15,7.70113636363636
70,6,1977,15,1977.19349315068,1977.19178082192,62,1,3.6,1.1,33.51,7.20113636363636
70,6,1977,16,1977.19360730594,1977.19178082192,67,1,4.4,1.2,33.46,5.90113636363636
70,6,1977,17,1977.19372146119,1977.19178082192,74,1,5,1.1,31.69,5.20113636363636
70,6,1977,18,1977.19383561644,1977.19178082192,68,0,5.7,1,32.48,4.90113636363636
70,6,1977,19,1977.19394977169,1977.19178082192,76,1,5.5,1,37.22,4.60113636363636
70,6,1977,20,1977.19406392694,1977.19178082192,90,1,4.6,1,42.29,4.20113636363636
70,6,1977,21,1977.19417808219,1977.19178082192,82,1,4,1.1,46.4,3.80113636363636
70,6,1977,22,1977.19429223744,1977.19178082192,75,1,3.1,1.1,50.57,3.60113636363636
70,6,1977,23,1977.19440639269,1977.19178082192,73,1,2.7,1.1,48.65,3.40113636363636
71,7,1977,0,1977.19452054795,1977.19452054795,67,1,2.8,1,49.2,3.64583333333333
71,7,1977,1,1977.1946347032,1977.19452054795,63,1,3,0.9,60.75,3.84583333333333
71,7,1977,2,1977.19474885845,1977.19452054795,69,1,3.7,0.9,75.56,3.84583333333333
71,7,1977,3,1977.1948630137,1977.19452054795,71,1,4.4,0.8,88.97,3.44583333333333
71,7,1977,4,1977.19497716895,1977.19452054795,68,1,4.4,0.8,91.11,3.14583333333333
71,7,1977,5,1977.1950913242,1977.19452054795,89,1,3.6,0.9,75.51,2.64583333333333
71,7,1977,6,1977.19520547945,1977.19452054795,101,1,3.2,1,47.9,2.24583333333333
71,7,1977,7,1977.1953196347,1977.19452054795,124,1,2.6,1.2,25.88,2.14583333333333
71,7,1977,8,1977.19543378995,1977.19452054795,134,1,2.2,1.4,17.89,2.14583333333333
71,7,1977,9,1977.19554794521,1977.19452054795,139,1,2.3,1.6,13.06,2.94583333333333
71,7,1977,10,1977.19566210046,1977.19452054795,140,1,2.4,2.1,10.15,4.24583333333333
71,7,1977,11,1977.19577625571,1977.19452054795,135,1,3.5,2.2,6.12,4.24583333333333
71,7,1977,12,1977.19589041096,1977.19452054795,141,1,5,2.4,1.67,3.04583333333333
71,7,1977,13,1977.19600456621,1977.19452054795,152,0,7.1,2.7,1,1.34583333333333
71,7,1977,14,1977.19611872146,1977.19452054795,164,0,8.8,2.2,1,0.245833333333332
71,7,1977,15,1977.19623287671,1977.19452054795,NaN,0,7.4,1.9,1,0.0458333333333325
71,7,1977,16,1977.19634703196,1977.19452054795,NaN,0,5.8,1.9,1,-0.154166666666668
71,7,1977,17,1977.19646118721,1977.19452054795,277,0,5.6,2,1,-0.454166666666667
71,7,1977,18,1977.19657534247,1977.19452054795,288,0,5.1,1.9,1,-0.454166666666667
71,7,1977,19,1977.19668949772,1977.19452054795,259,0,4.6,1.6,1,-0.454166666666667
71,7,1977,20,1977.19680365297,1977.19452054795,188,1,4.3,1.4,1,-0.254166666666667
71,7,1977,21,1977.19691780822,1977.19452054795,147,1,4,1.2,1,0.245833333333332
71,7,1977,22,1977.19703196347,1977.19452054795,117,1,3.5,1.1,1,0.645833333333333
71,7,1977,23,1977.19714611872,1977.19452054795,99,1,2.9,1,1,1.04583333333333
72,1,1977,0,1977.19726027397,1977.19726027397,104,1,3.3,0.9,1.04,1.23371212121212
72,1,1977,1,1977.19737442922,1977.19726027397,84,1,3.3,0.7,1.25,1.33371212121212
72,1,1977,2,1977.19748858447,1977.19726027397,78,1,3.5,0.8,1.99,1.43371212121212
72,1,1977,3,1977.19760273973,1977.19726027397,84,1,3.9,0.9,1.78,1.73371212121212
72,1,1977,4,1977.19771689498,1977.19726027397,74,1,3.7,0.9,1,1.93371212121212
72,1,1977,5,1977.19783105023,1977.19726027397,52,1,3.5,0.8,8.01,1.63371212121212
72,1,1977,6,1977.19794520548,1977.19726027397,52,1,3.5,0.7,29.99,1.13371212121212
72,1,1977,7,1977.19805936073,1977.19726027397,29,1,3,0.8,46.08,0.633712121212121
72,1,1977,8,1977.19817351598,1977.19726027397,94,1,2.3,0.7,37.69,0.333712121212121
72,1,1977,9,1977.19828767123,1977.19726027397,181,1,2.2,0.7,26.19,0.0337121212121212
72,1,1977,10,1977.19840182648,1977.19726027397,64,1,2.5,1.1,30.34,0.433712121212121
72,1,1977,11,1977.19851598174,1977.19726027397,64,1,2.5,1.2,24.85,0.833712121212121
72,1,1977,12,1977.19863013699,1977.19726027397,77,1,3,1.2,11.78,0.733712121212121
72,1,1977,13,1977.19874429224,1977.19726027397,78,1,3.9,1.3,32.04,0.633712121212121
72,1,1977,14,1977.19885844749,1977.19726027397,69,1,4,1.1,55.81,0.533712121212121
72,1,1977,15,1977.19897260274,1977.19726027397,61,1,4.1,1,61.31,0.533712121212121
72,1,1977,16,1977.19908675799,1977.19726027397,71,1,4.5,0.9,67.6,0.533712121212121
72,1,1977,17,1977.19920091324,1977.19726027397,73,1,4.8,0.9,70.84,0.333712121212121
72,1,1977,18,1977.19931506849,1977.19726027397,69,1,5.4,0.9,69.56,-0.0662878787878787
72,1,1977,19,1977.19942922374,1977.19726027397,70,0,5.9,0.9,60.67,-0.166287878787879
72,1,1977,20,1977.199543379,1977.19726027397,72,0,5.7,0.8,51.78,-0.466287878787879
72,1,1977,21,1977.19965753425,1977.19726027397,69,1,5.2,0.7,51.58,-0.466287878787879
72,1,1977,22,1977.1997716895,1977.19726027397,62,1,5,0.6,55.98,-0.566287878787879
72,1,1977,23,1977.19988584475,1977.19726027397,58,1,5.1,0.6,58.42,-0.866287878787879
73,2,1977,0,1977.2,1977.2,54,0,5.9,0.6,58.57,-1.18068181818182
73,2,1977,1,1977.20011415525,1977.2,54,0,5.9,0.5,60.99,-1.08068181818182
73,2,1977,2,1977.2002283105,1977.2,53,1,5.5,0.5,62.53,-0.580681818181817
73,2,1977,3,1977.20034246575,1977.2,42,1,4.2,0.6,62.72,0.319318181818183
73,2,1977,4,1977.200456621,1977.2,32,1,3.4,0.7,64.18,0.519318181818183
73,2,1977,5,1977.20057077626,1977.2,51,1,4,0.6,67.45,0.119318181818183
73,2,1977,6,1977.20068493151,1977.2,53,1,3.9,0.6,67.86,0.319318181818183
73,2,1977,7,1977.20079908676,1977.2,57,1,4.3,0.7,65.61,0.619318181818183
73,2,1977,8,1977.20091324201,1977.2,64,1,5.4,0.7,67.95,1.31931818181818
73,2,1977,9,1977.20102739726,1977.2,69,1,4.9,0.7,71.7,2.31931818181818
73,2,1977,10,1977.20114155251,1977.2,77,1,3.8,1,73.25,3.61931818181818
73,2,1977,11,1977.20125570776,1977.2,84,1,4.2,1.2,79.03,4.91931818181818
73,2,1977,12,1977.20136986301,1977.2,102,1,4.4,1.1,86.08,5.51931818181818
73,2,1977,13,1977.20148401826,1977.2,97,1,4.2,1,85.6,5.01931818181818
